# BEAST v1.6.1, Build r3651
# Generated Tue Jul 07 15:42:21 GMT-03:00 2015 [seed=1436294503850]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(mrca1)	tmrca(mrca2)	tmrca(mrca3)	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	gene1.ac	gene1.ag	gene1.at	gene1.cg	gene1.gt	gene1.frequencies1	gene1.frequencies2	gene1.frequencies3	gene1.frequencies4	gene1.alpha	gene2.ac	gene2.ag	gene2.at	gene2.cg	gene2.gt	gene2.frequencies1	gene2.frequencies2	gene2.frequencies3	gene2.frequencies4	gene2.alpha	gene1.ucld.mean	gene1.ucld.stdev	gene2.ucld.mean	gene2.ucld.stdev	gene1.meanRate	gene1.coefficientOfVariation	gene1.covariance	gene2.meanRate	gene2.coefficientOfVariation	gene2.covariance	gene1.treeLikelihood	gene2.treeLikelihood	speciation
220000	-5912.972581994354	-112.54979058963211	-5800.422791404722	129.011199919812	110.0372583673798	82.35097451012679	25.282797910091034	0.011774046602900101	0.25686676914696344	1.3936289743044312	3.8336204331091723	3.222479068648827	4.081491885111138	1.9225560034798161	0.23819587177981752	0.2897418155716032	0.2864169611406764	0.18564535150790268	0.852272620585118	1.3120531318308528	2.855493957856486	3.2746752834111548	2.864720535271962	2.863480790301855	0.29144213693094495	0.2494943176097284	0.18469634003735266	0.2743672054219743	0.9241124209734444	0.002757563504653004	0.33650703482298505	0.0031259933133998812	0.11823592930621812	0.002706263629645507	0.31742409911169617	0.24750529505512864	0.003161481107275292	0.11790748821214052	-0.1761552003048094	-2797.1981541298796	-3003.2246372748423	-46.376634063626625
230000	-5920.768020472066	-111.42291527960754	-5809.3451051924585	146.1360122291187	122.24823711053442	60.233426726926176	22.803759197330532	0.012018496227994023	0.3751965870243629	1.2386806363123453	2.9813367330445097	3.907939888104522	4.175674925501955	2.2990996112509	0.22820878801624853	0.28987108812219614	0.30904576978307663	0.17287435407847843	0.88687953419518	1.0107475660721688	2.2950879190948386	2.5297746322141927	2.3023330914025033	2.823470089382553	0.30134697434199154	0.24802832687662504	0.17058329797142932	0.28004140080995443	0.793605355370627	0.004080044278486467	0.37140935643723433	0.003493364660861779	0.39282175921289103	0.0034838135076953295	0.28691434504293356	0.23769530233737057	0.0034707350851837944	0.26671318159568314	0.013198068201728464	-2804.713842536472	-3004.631262655987	-46.53169661458548
240000	-5910.433320045968	-112.11526714748132	-5798.318052898487	133.58406467191222	101.89448984461251	84.38988824244167	25.449404293972947	0.006345663406683383	0.3491135565622854	1.108348820183605	2.834581495917194	2.5547386690710625	4.6070189125822765	2.243507405271872	0.22820878801624853	0.288433791481197	0.31048306642407575	0.17287435407847843	0.7275031880201216	1.0196135500055903	2.4413802265121274	2.529517756920217	2.3300177490737135	2.794085208217413	0.3035090012691068	0.24802832687662504	0.17880880608015984	0.26965386577410866	0.9201259884344319	0.003551020033094511	0.3801665532699901	0.0031670296035405396	0.30198929122268453	0.003270865487257354	0.3559647917248109	-0.1570022078603033	0.0034806852670943565	0.24981785784196514	-0.21282788356125137	-2798.309368976283	-3000.0086839222035	-47.39242115334989
250000	-5903.696033818138	-110.6536874934522	-5793.042346324686	140.15534586864712	95.05279482918124	66.98069916569612	31.65202898320107	0.009512364995122553	0.4658268606636611	0.8482000901383081	3.8668266848562336	3.7821149729801666	4.7771573186132965	2.553730171941294	0.22747942071349592	0.29643422725071633	0.3127730148497939	0.1633133371859935	0.801493177339877	1.160741970488779	2.0365629361289836	2.560750171388096	1.8842389405916793	2.446586073934401	0.31182835656022134	0.2398758794859422	0.1884982283566637	0.25979753559717306	0.8572299414104528	0.0033807600153554153	0.6298060569507494	0.0038734267678217503	0.4273480191702837	0.003180413218128165	0.5445010827549334	-0.04463901449971155	0.0036570830872511913	0.3067450597630258	-0.2692834008757101	-2794.0999615553606	-2998.942384769326	-45.81022246762012
260000	-5909.599708801927	-114.69233113205894	-5794.907377669868	140.252073919564	105.9860803291759	75.39450623173524	27.786309299402447	0.0048947799748193166	0.4561128360866086	1.1040447242479237	3.490581730314051	2.9909969204674542	4.109734587392539	3.373018023941534	0.23679163943487613	0.2804273313376846	0.3177244109916907	0.16505661823574827	0.8455519666856697	1.3934537738588193	2.6218892443767494	2.1964489721273748	3.0347343761567513	2.3160896842529763	0.31781265469599224	0.2289939169542979	0.17140986339540035	0.2817835649543098	0.7971904785547558	0.0024179695014206835	0.6031957546477995	0.0030184164662235054	0.47013853611307943	0.0026554471875365805	0.573213808965716	0.22377399742569481	0.0033981182683622585	0.32646339089411525	0.4665363994018199	-2794.0678154090956	-3000.839562260772	-48.21058380692999
270000	-5910.645299752863	-111.69702870703077	-5798.948271045832	123.93294506304505	107.39425244239523	63.11054716195976	20.52916484272386	0.0065038708706454795	0.7057092438115192	1.364591879273175	3.829333830271863	3.6109053825074136	4.109734587392539	3.1989368273306313	0.23495107683491484	0.2800773474792449	0.31938979873272816	0.16558177695311177	0.7275983384727748	1.3532479481620852	2.8658998559112083	2.6062105152250656	3.5015132478130595	3.2319785804359387	0.323707936552631	0.2154603565610288	0.17572484549670056	0.28510686138963987	0.7323671190645635	0.003691528644028524	0.5111180831848937	0.003737488162353901	0.0208744280410911	0.003766160022694901	0.3707561360034882	-0.002506640183016065	0.0037391933297883013	0.019213538499260805	-0.12080752294889256	-2798.2491860052955	-3000.699085040537	-44.79538749286361
280000	-5909.285476490908	-112.1769901354547	-5797.108486355453	125.58207112193911	98.71799165058884	74.83988822217752	22.514459881586127	0.02555484274706628	0.13423272879374282	1.4806521123145318	3.4767713452326703	3.6977364643412254	5.286727871787343	3.1805991078630957	0.2318424445818788	0.2806422807839558	0.3129292683902542	0.17458600624391085	0.7044886396970453	1.3160579573354227	2.275366265161208	2.313632000750158	3.315628534464545	2.2562629389063757	0.3197033693891772	0.20896546469910665	0.178240999153589	0.2930901667581274	0.9936255857187191	0.003352308107829646	0.331783013587002	0.0037205139735203506	0.012982247632605881	0.003075611881633951	0.3320709696370229	0.049534994463117384	0.003710237310814132	0.00971975660046596	-0.32716279502808365	-2797.1840323873666	-2999.924453968087	-46.31789793499739
290000	-5914.082990540912	-116.68118167755321	-5797.401808863358	147.78476015999516	123.36113686139102	94.17599117588372	32.879275242019226	0.007680619003215219	0.26061286390639227	1.8524166786992813	5.070005537508124	5.68399804724732	6.874360311231427	4.037849094994203	0.22753181484181398	0.2721504829854208	0.31355449816090936	0.1867632040118555	0.713359890473193	1.3754180095802702	2.5900134927170257	1.4734175214648824	1.917910910733547	2.017664742133244	0.3197033693891772	0.20896546469910665	0.18141209267693922	0.28991907323477717	0.8065547744776296	0.0030610267058958653	0.4925266752923578	0.0031802315866774214	0.2254117272154401	0.002546435241221685	0.4376972646943459	-0.1161970887875605	0.0031532860716175608	0.21037659081078988	-0.13466542654166005	-2796.805983392079	-3000.595825471279	-47.78694382933958
300000	-5909.234244735715	-114.4528300780089	-5794.781414657706	150.11597637505125	101.79021686804099	105.84696107828141	36.76975017995402	0.014659938554182596	0.41451143596030565	1.5086381817610834	5.049684468557337	5.529497317769854	5.346440792913992	3.0304949128214917	0.2312827966811045	0.2726362122514727	0.32533090978499835	0.170750081282424	0.7613963891278525	1.1565171857902574	1.7137117301764642	1.5359752417103856	1.5629927502412773	1.5885381503245746	0.30574831278248166	0.2107579034867737	0.1850947247775481	0.2983990589531968	1.0671922109200203	0.00318340551189059	0.5318082948594796	0.0025163927492357044	0.2162130460516364	0.002944782537468321	0.4607567033658813	-0.263238582122757	0.0025661407069561544	0.20340048464643323	-0.33804069740031745	-2799.250954371294	-2995.5304602864117	-47.58736442894384
310000	-5908.625547418565	-113.15337466513756	-5795.472172753427	145.92880346769897	119.8775755941904	79.56820539715619	34.33082005447973	0.010318455170586797	0.7605199663476137	1.9959058715451903	3.650579487879888	4.821386310060609	5.263727094158158	2.8631096729131165	0.2417382857685843	0.2746514034474088	0.31286022950158243	0.170750081282424	0.8534499566778819	1.1492730670176385	2.115184157325921	2.138988470800241	1.9616449159434037	1.5991884754740149	0.30390920612606886	0.2146479302666975	0.18899484398310282	0.29244801962413103	0.9461855847854209	0.0025195489876538926	0.48306771960894834	0.003088505968414065	0.10249026406169782	0.002894656780128073	0.32556882444531354	0.1478665828398356	0.0031227977038296583	0.10541110577374291	-0.45465683260343126	-2796.946171324481	-2998.526001428946	-47.21634591970429
320000	-5921.607797553025	-113.19247444219684	-5808.4153231108285	136.90160351935396	129.03987764097917	73.57934322212425	25.152982023924913	0.013918676031538213	0.31746936214935095	2.3026185132377637	3.5288076690465235	5.3968243656192785	6.317552772531364	3.9630621462619264	0.2342146976455651	0.286697201794838	0.3064816756998765	0.17260642485971997	0.7334268387835181	1.5286687688634226	2.6300981169210775	2.102484271502904	1.5777797380200393	1.5674999315052471	0.3000726858398505	0.2073376416127728	0.18899484398310282	0.30359482856427417	0.9210365737799355	0.0029558821519772363	0.29301315697878916	0.0031755818021180207	0.13585461602147236	0.002995576798146167	0.2849630877575481	0.11783659436000046	0.0031863111195257095	0.12448980562156885	-0.21592529523526083	-2802.882963854664	-3005.5323592561645	-46.607201258022506
